name,variant_id,uuid,year_month,prod_return_open,gs_return_open,diff_open,prod_return_close,gs_return_close,diff_close,parity_status
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2013-09,0.0106574515,0.0106574515,0.0,0.0262822207,0.0262822207,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2013-10,0.0354762225,0.0354762225,0.0,0.0421560168,0.0421560168,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2013-11,-0.0190620764,-0.0190620764,0.0,-0.030465806,-0.030465806,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2013-12,0.0064579016,0.0064579016,0.0,-0.0021059528,-0.0021059528,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-01,0.0332281802,0.0332281802,0.0,0.0374434833,0.0374434833,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-02,0.1289154429,0.1289154429,0.0,0.2088087037,0.2088087037,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-03,-0.0429189059,-0.0429189059,0.0,-0.0123494417,-0.0123494417,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-04,-0.0315498425,-0.0315498425,0.0,-0.0623645287,-0.0623645287,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-05,0.1344469675,0.1344469675,0.0,0.122159831,0.122159831,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-06,0.1012040009,0.1012040009,0.0,0.1341384886,0.1341384886,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-07,0.0139016648,0.0139016648,0.0,-0.0144908246,-0.0144908246,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-08,0.170801843,0.170801843,0.0,0.1778919349,0.1778919349,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-09,-0.0427170383,-0.0427170383,0.0,-0.0819214698,-0.0819214698,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-10,0.0796922263,0.0796922263,0.0,0.1308724642,0.1308724642,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-11,0.1266857398,0.1266857398,0.0,0.0895328574,0.0895328574,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2014-12,-0.0530912827,-0.0530912827,0.0,-0.0475282157,-0.0475282157,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2015-01,-0.0776934645,-0.0776934645,0.0,-0.0371443976,-0.0371443976,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2015-02,0.2273774805,0.2273774805,0.0,0.2282398322,0.2282398322,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2015-03,-0.0807839692,-0.0807839692,0.0,-0.1140846127,-0.1140846127,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2015-04,0.0650459265,0.0650459265,0.0,0.1128886661,0.1128886661,0.0,PASS
旧四神・青龍,f8d70415-24f2-4b1a-a603-d0e86155255a,f8d70415-24f2-4b1a-a603-d0e86155255a,2015-05,0.0680119778,0.0680119778,0.0,0.0311500744,0.0311500744,0.0,PASS
